destination_id,destination_name,source_file,source,source_url,source_year,source_type,authority_tier,official_status,fields_supported,extraction_method,provenance_notes
BV-ASI-0091,Mausoleum,asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0091,Mausoleum,bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0092,Mehtab Bagh,CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,Exact normalized name match on PDF page 109,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0092,Mehtab Bagh,asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0092,Mehtab Bagh,bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0093,Metcelf-Hall,CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,No exact normalized name match,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0093,Metcelf-Hall,asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0093,Metcelf-Hall,bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0094,"Moovarkoil, Kodumbalur",CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,No exact normalized name match,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0094,"Moovarkoil, Kodumbalur",asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0094,"Moovarkoil, Kodumbalur",bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0095,Nagarjuna Kunda,CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,No exact normalized name match,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0095,Nagarjuna Kunda,asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0095,Nagarjuna Kunda,bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0096,"Natural Caven with inscription eladipattam, Sittannavasal",CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,No exact normalized name match,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0096,"Natural Caven with inscription eladipattam, Sittannavasal",asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0096,"Natural Caven with inscription eladipattam, Sittannavasal",bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0097,Observatory of Man Singh,CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,Exact normalized name match on PDF page 134,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0097,Observatory of Man Singh,asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0097,Observatory of Man Singh,bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0098,"Old Fort (Shahi Fort), Jaunpur",CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,No exact normalized name match,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0098,"Old Fort (Shahi Fort), Jaunpur",asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0098,"Old Fort (Shahi Fort), Jaunpur",bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0099,"Old Fort, Sholapur",CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,Exact normalized name match on PDF page 63,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0099,"Old Fort, Sholapur",asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0099,"Old Fort, Sholapur",bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0100,"Palace Complex at Ramnagar, Distt. Udhampur",CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,No exact normalized name match,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0100,"Palace Complex at Ramnagar, Distt. Udhampur",asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0100,"Palace Complex at Ramnagar, Distt. Udhampur",bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0101,Palace of Tipu Sultan,CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,No exact normalized name match,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0101,Palace of Tipu Sultan,asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0101,Palace of Tipu Sultan,bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0102,Pandulena Caves,CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,No exact normalized name match,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0102,Pandulena Caves,asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0102,Pandulena Caves,bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0103,Piprahwa & Ganwaria,CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,No exact normalized name match,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0103,Piprahwa & Ganwaria,asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0103,Piprahwa & Ganwaria,bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0104,Purana Qila,CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,Exact normalized name match on PDF page 72,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0104,Purana Qila,asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0104,Purana Qila,bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0105,Qutub Minar,CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,No exact normalized name match,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0105,Qutub Minar,asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0105,Qutub Minar,bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0106,Raigad Fort,CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,Exact normalized name match on PDF page 62,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0106,Raigad Fort,asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0106,Raigad Fort,bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0107,Rajarani Temple,CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,Exact normalized name match on PDF page 80,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0107,Rajarani Temple,asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0107,Rajarani Temple,bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0108,Ram Bagh,CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,Exact normalized name match on PDF page 84,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0108,Ram Bagh,asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0108,Ram Bagh,bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0109,"Ranghar Pavillion, Jaisagar",CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,No exact normalized name match,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0109,"Ranghar Pavillion, Jaisagar",asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0109,"Ranghar Pavillion, Jaisagar",bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0110,Rani Jhansi Fort,CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,No exact normalized name match,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0110,Rani Jhansi Fort,asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0110,Rani Jhansi Fort,bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0111,"Rani Ki-Vav, Patan",CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,No exact normalized name match,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0111,"Rani Ki-Vav, Patan",asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0111,"Rani Ki-Vav, Patan",bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0112,Rani Lakshmi Bai Mahal,CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,Exact normalized name match on PDF page 118,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0112,Rani Lakshmi Bai Mahal,asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0112,Rani Lakshmi Bai Mahal,bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0113,Red Fort,CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,Exact normalized name match on PDF page 72,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0113,Red Fort,asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0113,Red Fort,bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0114,"Remains of Patliputra Site of Mauryan Palace, Kumrahar",CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,No exact normalized name match,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0114,"Remains of Patliputra Site of Mauryan Palace, Kumrahar",asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0114,"Remains of Patliputra Site of Mauryan Palace, Kumrahar",bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0115,Residency Building,CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,Exact normalized name match on PDF page 126,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0115,Residency Building,asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0115,Residency Building,bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0116,"Rock-cut Jain Temple, Sittannavasasl",CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,No exact normalized name match,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0116,"Rock-cut Jain Temple, Sittannavasasl",asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0116,"Rock-cut Jain Temple, Sittannavasasl",bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0117,Rock-cut Temples and Sculptures,CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,No exact normalized name match,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0117,Rock-cut Temples and Sculptures,asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0117,Rock-cut Temples and Sculptures,bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0118,Roopmati's Pavilion,CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,No exact normalized name match,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0118,Roopmati's Pavilion,asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0118,Roopmati's Pavilion,bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0119,"Rudabai Step Well, Adalaj",CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,No exact normalized name match,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0119,"Rudabai Step Well, Adalaj",asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0119,"Rudabai Step Well, Adalaj",bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0120,"Ruined Fort, kangra",CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,Exact normalized name match on PDF page 28,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0120,"Ruined Fort, kangra",asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
BV-ASI-0120,"Ruined Fort, kangra",bharatverse_monuments.csv,BharatVerse processed monument enrichment,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,city; state; latitude; longitude; heritage_category; tourism_popularity,Exact normalized destination-name join,Coordinates and categories are retained as supplied but need independent source verification.
BV-ASI-0121,Ruins of Buddhist Temples and Images lalitgiri,CPM List 2024_(3698).pdf,Archaeological Survey of India - Centrally Protected Monuments/Sites list,Not Available,2024,Official government PDF,3,OFFICIAL,destination_type; official-list presence,No exact normalized name match,PDF metadata creation date is 2025-04-08; source filename/title says 2024.
BV-ASI-0121,Ruins of Buddhist Temples and Images lalitgiri,asi_monuments_clean.csv,Processed ASI monument visitor table,Not Available,Not Available,Processed CSV,Not Available,UNVERIFIED,domestic_visitors; international_visitors; visitor_count; circle; 2019-20 and 2020-21 visitor measures,Exact normalized destination-name join,File has no source or URL field; 'ASI' in filename alone is not proof of official provenance.
